DEPTH,AC,DTC,DTS,DEN,GR,CNL,LLD,LLS,K,TH,U,DEVI,SHMAX,TOC,PERM
4023.0,54.291,53.343,107.876,2.42,35.673,16.767,,0.1,0.906,6.509,9.875,0.458,129.868,,0.407
4023.1001,54.371,53.731,110.64,2.413,35.233,16.634,,0.1,0.875,6.602,9.915,0.461,128.318,,0.412
4023.2,54.415,54.103,113.017,2.399,34.904,16.391,,0.1,0.858,6.745,9.917,0.46,126.641,,0.42
4023.3,54.417,54.46,114.981,2.385,34.908,15.973,,0.1,0.863,6.943,9.863,0.49,124.816,,0.422
4023.3999,54.349,54.744,118.807,2.374,35.32,15.333,,0.1,0.895,7.164,9.76,0.458,123.079,,0.414
4023.5,54.202,55.05,121.896,2.366,35.876,14.642,,0.1,0.935,7.333,9.664,0.458,121.451,,0.404
4023.6001,53.997,55.39,123.861,2.36,36.333,14.21,,0.1,0.971,7.417,9.606,0.457,119.966,,0.403
4023.7,53.77,55.995,125.278,2.351,36.832,14.351,,0.1,1.008,7.397,9.598,0.426,118.526,,0.42
4023.8,53.556,56.856,126.123,2.34,37.785,14.959,,0.1,1.049,7.174,9.704,0.425,117.018,,0.45
4023.8999,53.406,58.087,126.123,2.326,39.178,15.557,,0.1,1.088,6.719,9.965,0.451,115.402,,0.48
4024.0,53.419,60.215,126.123,2.31,40.583,15.617,,0.1,1.11,6.191,10.311,0.456,113.623,,0.493
4024.1001,53.708,62.895,126.455,2.297,41.447,15.009,,0.1,1.117,5.804,10.61,0.442,111.918,,0.488
4024.2,54.243,66.368,127.451,2.288,41.713,14.226,,0.1,1.116,5.624,10.798,0.425,110.42,,0.476
4024.3,54.928,70.39,128.45,2.285,41.709,13.77,,0.1,1.118,5.521,10.936,0.456,109.438,,0.471
4024.3999,55.614,74.427,130.294,2.283,42.126,13.927,,0.1,1.119,5.445,11.068,0.456,108.732,,0.479
4024.5,56.317,78.216,134.288,2.279,43.486,14.627,,0.1,1.13,5.468,11.183,0.457,108.408,,0.506
4024.6001,57.341,80.721,136.512,2.268,46.036,15.906,,0.1,1.173,5.714,11.242,0.457,103.352,,0.56
4024.7,59.453,82.352,138.172,2.249,49.798,17.982,,0.1,1.283,6.433,11.175,0.457,98.31,,0.64
4024.8,62.802,82.477,139.837,2.229,54.05,20.782,,0.1,1.404,7.47,11.034,0.457,98.095,,0.738
4024.8999,67.014,81.76,142.207,2.218,58.095,24.186,,0.1,1.492,8.556,10.871,0.456,97.754,,0.84
4025.0,71.164,80.666,145.245,2.22,61.043,28.022,,0.1,1.518,9.352,10.762,0.456,94.089,,0.939
4025.1001,74.319,79.423,149.906,2.231,62.416,32.025,,0.1,1.523,9.877,10.682,0.458,76.274,,1.034
4025.2,76.057,78.504,153.231,2.247,62.119,35.827,,0.1,1.533,10.39,10.574,0.456,70.13,,1.109
4025.3,76.013,77.853,155.801,2.274,60.63,37.729,,0.1,1.54,11.066,10.407,0.455,72.06,,1.108
4025.3999,74.283,77.862,157.793,2.307,59.474,35.8,,0.1,1.541,11.768,10.233,0.456,87.454,,1.005
4025.5,71.495,78.204,159.791,2.345,60.181,30.937,,0.1,1.564,12.35,10.099,0.455,96.288,,0.823
4025.6001,68.948,78.804,161.726,2.4,63.849,25.902,,0.1,1.699,12.826,9.993,0.457,100.491,,0.637
4025.7,68.592,79.869,163.055,2.455,69.801,22.679,,0.1,1.972,13.164,9.92,0.459,99.749,,0.503
4025.8,71.316,81.33,165.143,2.492,75.861,21.168,31962.93,0.101,2.261,13.393,9.871,0.458,99.174,,0.436
4025.8999,77.032,83.101,167.714,2.508,80.148,20.78,18680.697,0.107,2.439,13.39,9.936,0.457,98.753,,0.418
4026.0,84.63,85.238,168.379,2.516,81.565,21.059,16726.852,0.14,2.465,13.315,10.073,0.457,98.848,,0.42
4026.1001,92.229,87.305,169.045,2.525,81.237,21.874,25337.656,0.229,2.449,13.255,10.233,0.481,99.151,,0.433
4026.2,98.538,89.304,169.709,2.54,80.625,23.313,41390.715,0.41,2.447,13.241,10.361,0.457,99.646,,0.46
4026.3,102.039,90.476,169.712,2.553,81.343,25.276,,0.752,2.459,13.374,10.477,0.481,100.295,,0.5
4026.3999,102.702,91.062,169.712,2.561,83.448,27.152,,1.242,2.475,13.73,10.609,0.458,100.969,,0.54
4026.5,100.978,90.999,169.712,2.568,86.443,28.469,,1.849,2.5,14.252,10.729,0.497,101.674,,0.564
4026.6001,98.034,90.09,169.081,2.573,89.716,29.245,,2.495,2.539,14.818,10.805,0.483,102.305,,0.579
4026.7,95.615,89.079,168.135,2.576,92.718,30.158,33652.066,4.563,2.582,15.253,10.832,0.476,102.855,,0.602
4026.8,94.634,87.987,166.804,2.578,95.24,31.376,17380.195,8.45,2.621,15.559,10.834,0.489,103.306,,0.631
4026.8999,95.319,86.947,166.671,2.581,97.024,31.845,6893.833,12.442,2.65,15.733,10.82,0.462,103.621,,0.63
4027.0,96.821,85.985,166.171,2.586,97.727,30.467,1954.339,16.231,2.67,15.797,10.789,0.473,103.874,,0.58
4027.1001,98.092,85.147,164.839,2.591,97.098,27.851,278.188,18.227,2.687,15.775,10.732,0.456,104.048,,0.502
4027.2,98.372,84.606,164.644,2.599,95.069,25.41,29.803,18.851,2.711,15.596,10.593,0.456,104.167,,0.434
4027.3,97.466,84.237,164.644,2.611,92.131,24.211,33.726,21.416,2.748,15.221,10.339,0.443,104.263,,0.394
4027.3999,95.851,84.117,164.644,2.627,89.162,24.24,38.147,24.229,2.789,14.777,10.057,0.426,104.333,,0.383
4027.5,93.979,84.22,164.109,2.644,86.757,25.061,42.727,27.014,2.818,14.39,9.84,0.428,104.323,,0.39
4027.6001,92.243,84.406,163.443,2.657,85.121,25.918,45.447,29.99,2.826,14.121,9.746,0.458,104.276,,0.398
4027.7,90.778,84.661,162.779,2.665,83.829,26.275,46.521,31.414,2.823,13.852,9.702,0.481,104.188,,0.398
4027.8,89.627,84.918,162.616,2.667,82.496,26.218,46.944,33.278,2.816,13.534,9.673,0.464,104.118,,0.393
4027.8999,88.912,85.175,162.77,2.667,81.102,26.146,47.282,34.188,2.812,13.219,9.661,0.482,104.064,,0.393
4028.0,88.564,85.436,163.436,2.664,80.119,26.284,48.03,35.621,2.813,12.972,9.659,0.459,104.046,,0.401
4028.1001,88.535,85.719,164.102,2.66,79.893,26.679,49.416,36.671,2.828,12.833,9.649,0.459,104.029,,0.418
4028.2,88.858,85.984,164.827,2.657,80.599,27.236,51.776,37.396,2.859,12.793,9.627,0.455,103.999,,0.435
4028.3,89.561,86.139,165.826,2.658,81.793,27.757,55.519,38.03,2.899,12.841,9.605,0.427,103.911,,0.448
4028.3999,90.625,86.223,166.822,2.66,82.912,28.121,61.495,37.0,2.942,12.968,9.589,0.426,103.738,,0.453
4028.5,91.834,86.266,167.866,2.663,83.522,28.174,71.823,37.613,2.979,13.118,9.582,0.397,103.512,,0.449
4028.6001,92.718,86.28,169.198,2.665,83.914,27.883,88.578,38.726,3.013,13.253,9.565,0.379,103.234,,0.438
4028.7,92.956,86.293,170.119,2.666,84.939,27.389,112.992,40.463,3.045,13.416,9.556,0.403,102.989,,0.423
4028.8,92.446,86.308,170.785,2.668,87.91,27.047,146.028,42.854,3.09,13.759,9.586,0.403,102.768,,0.416
4028.8999,91.388,86.348,171.449,2.67,93.778,27.272,184.642,43.487,3.194,14.48,9.742,0.437,102.606,,0.422
4029.0,90.111,86.427,172.115,2.671,101.636,28.046,222.26,43.081,3.403,15.551,9.963,0.437,102.44,0.412,0.443
4029.1001,88.832,86.538,172.781,2.672,109.725,29.008,250.856,42.37,3.649,16.605,10.149,0.438,102.153,0.484,0.466
4029.2,87.759,86.701,173.445,2.673,115.742,29.322,261.316,41.817,3.841,17.34,10.196,0.438,99.079,0.521,0.469
4029.3,86.985,86.883,173.767,2.673,119.02,28.548,253.985,41.136,3.923,17.687,10.164,0.438,97.65,0.52,0.443
4029.3999,86.525,87.081,173.767,2.675,120.017,26.977,231.735,41.322,3.957,17.873,10.131,0.477,97.771,0.41,0.397
4029.5,86.301,87.24,173.767,2.676,120.198,25.367,199.717,40.902,3.996,18.069,10.1,0.478,97.932,0.321,0.354
4029.6001,86.131,87.368,173.767,2.678,121.025,24.265,166.446,40.412,4.043,18.318,10.051,0.478,98.087,0.269,0.326
4029.7,85.98,87.459,173.767,2.679,122.463,23.861,136.435,39.878,4.09,18.649,9.975,0.478,98.234,0.264,0.32
4029.8,85.953,87.52,173.767,2.678,123.776,24.293,112.524,38.745,4.115,18.967,9.909,0.453,98.369,0.271,0.336
4029.8999,86.159,87.573,173.767,2.677,124.347,25.256,94.418,38.022,4.115,19.182,9.886,0.489,98.507,0.287,0.365
4030.0,86.601,87.615,173.767,2.675,124.174,26.381,81.016,37.133,4.094,19.267,9.924,0.479,98.65,0.375,0.397
4030.1001,87.171,87.631,173.171,2.672,123.803,27.201,71.468,35.578,4.065,19.242,9.993,0.479,98.87,0.487,0.418
4030.2,87.627,87.609,172.506,2.671,123.723,27.384,64.56,34.406,4.038,19.199,10.047,0.479,99.156,0.622,0.42
4030.3,87.765,87.528,171.84,2.673,123.827,27.034,59.441,33.18,4.022,19.154,10.071,0.48,99.538,0.653,0.406
4030.3999,87.442,87.378,171.74,2.679,123.715,26.546,55.844,32.122,4.021,19.118,10.051,0.48,99.982,0.64,0.387
4030.5,86.674,87.212,171.524,2.689,123.34,26.406,53.4,31.365,4.032,19.057,10.012,0.48,100.408,0.58,0.374
4030.6001,85.64,87.04,170.858,2.7,123.06,26.75,51.464,30.459,4.051,18.973,9.964,0.451,100.772,0.492,0.374
4030.7,84.478,86.927,170.726,2.71,122.758,27.403,49.484,29.666,4.075,18.944,9.891,0.419,100.928,0.373,0.382
4030.8,83.353,86.85,170.542,2.716,122.066,27.921,46.971,28.844,4.112,18.99,9.774,0.451,100.949,0.172,0.389
4030.8999,82.434,86.834,169.878,2.717,121.255,28.054,44.024,28.031,4.158,19.074,9.625,0.473,100.755,0.3,0.39
4031.0,81.83,86.851,169.712,2.714,120.983,27.884,40.959,27.007,4.207,19.143,9.489,0.422,100.406,0.552,0.389
4031.1001,81.635,86.881,169.712,2.708,121.92,27.63,38.264,25.798,4.244,19.183,9.41,0.33,100.008,0.766,0.389
4031.2,81.709,86.916,169.712,2.701,123.366,27.516,36.113,24.806,4.256,19.198,9.413,0.374,99.617,0.82,0.394
4031.3,81.939,86.979,169.712,2.695,124.321,27.594,34.47,24.239,4.237,19.091,9.522,0.373,99.385,0.782,0.403
4031.3999,82.236,87.064,169.951,2.693,123.853,27.842,33.252,24.256,4.193,18.834,9.73,0.364,99.285,0.669,0.412
4031.5,82.534,87.193,171.282,2.693,122.701,28.175,32.289,24.538,4.135,18.464,9.998,0.356,99.481,0.515,0.42
4031.6001,82.808,87.292,171.74,2.696,122.105,28.325,31.513,24.903,4.076,18.067,10.275,0.34,99.815,0.353,0.417
4031.7,83.038,87.365,171.74,2.7,122.491,27.667,30.902,24.912,4.016,17.675,10.553,0.39,100.208,0.345,0.388
4031.8,83.216,87.377,171.74,2.702,123.013,25.98,30.41,24.773,3.963,17.341,10.797,0.386,100.534,0.284,0.339
4031.8999,83.348,87.389,171.336,2.701,123.035,23.929,29.994,24.773,3.926,17.119,10.969,0.379,100.74,0.191,0.286
4032.0,83.458,87.413,170.698,2.697,123.009,21.707,29.628,24.585,3.914,17.024,11.043,0.376,100.865,0.262,0.228
4032.1001,83.586,87.582,170.365,2.694,123.009,19.236,29.306,24.389,3.932,17.036,11.013,0.388,100.913,0.359,0.167
4032.2,83.734,87.833,170.033,2.693,123.009,17.491,29.034,24.122,3.97,17.099,10.917,0.374,100.984,0.48,0.128
4032.3,83.84,88.15,169.688,2.693,123.04,17.353,28.829,23.765,4.022,17.225,10.761,0.374,101.076,0.567,0.139
4032.3999,83.819,88.471,169.024,2.693,123.689,19.256,28.705,23.621,4.077,17.434,10.557,0.383,101.262,0.602,0.196
4032.5,83.725,88.686,168.358,2.693,123.627,22.324,28.621,23.551,4.128,17.689,10.34,0.399,101.503,0.581,0.282
4032.6001,83.705,88.798,167.692,2.691,123.412,25.285,28.528,23.394,4.162,17.942,10.152,0.399,101.797,0.498,0.351
4032.7,83.97,88.646,167.685,2.688,123.261,25.789,28.363,22.956,4.168,18.19,10.019,0.374,102.229,0.398,0.354
4032.8,84.52,88.395,167.376,2.686,122.956,23.963,28.113,22.325,4.143,18.467,9.938,0.366,102.728,0.276,0.3
4032.8999,85.267,88.035,166.712,2.688,122.366,21.716,27.801,21.819,4.088,18.733,9.933,0.373,103.299,0.242,0.242
4033.0,86.058,87.588,166.671,2.693,121.719,20.423,27.487,21.64,4.01,18.88,10.029,0.374,103.877,0.25,0.207
4033.1001,86.676,87.112,166.671,2.699,121.484,19.857,27.265,21.695,3.932,18.858,10.19,0.374,104.381,0.31,0.188
4033.2,86.939,86.606,166.671,2.701,121.678,19.56,27.209,22.219,3.875,18.711,10.359,0.374,104.781,0.405,0.179
4033.3,86.686,86.186,167.265,2.7,121.989,19.358,27.392,22.774,3.857,18.511,10.471,0.341,105.012,0.512,0.176
4033.3999,85.988,85.847,167.929,2.7,122.173,19.286,27.798,23.185,3.87,18.323,10.52,0.374,105.167,0.633,0.174
4033.5,85.075,85.628,168.595,2.706,122.127,19.314,28.341,23.683,3.91,18.13,10.517,0.374,105.229,0.679,0.167
4033.6001,84.183,85.573,169.261,2.716,121.878,19.372,28.914,23.879,3.975,17.89,10.483,0.338,105.09,0.685,0.157
4033.7,83.516,85.596,169.925,2.726,121.466,19.415,29.381,23.925,4.061,17.622,10.417,0.369,104.828,0.634,0.149
4033.8,83.13,85.718,170.591,2.729,121.138,19.458,29.665,24.069,4.166,17.406,10.291,0.371,104.383,0.576,0.149
4033.8999,83.205,85.823,170.726,2.726,121.427,19.558,29.723,24.093,4.276,17.367,10.09,0.336,103.882,0.515,0.156
4034.0,83.358,85.898,170.726,2.723,122.782,19.781,29.542,23.949,4.389,17.575,9.817,0.374,103.381,0.454,0.164
4034.1001,83.585,85.905,170.726,2.728,124.393,20.082,29.325,23.806,4.476,17.973,9.552,0.374,102.923,0.353,0.166
4034.2,83.894,85.957,169.732,2.739,125.041,20.318,29.141,23.506,4.532,18.491,9.325,0.398,102.47,0.246,0.157
4034.3,84.206,86.071,168.4,2.753,123.962,20.334,28.735,23.14,4.561,19.028,9.147,0.374,102.02,0.186,0.142
4034.3999,84.501,86.341,167.072,2.765,122.295,20.237,28.034,22.73,4.584,19.568,8.987,0.374,101.576,0.141,0.128
4034.5,84.791,86.811,166.206,2.772,121.128,20.124,27.781,22.318,4.615,20.006,8.849,0.374,101.208,0.117,0.118
4034.6001,85.091,87.405,165.775,2.775,121.357,20.011,27.636,22.293,4.642,20.244,8.768,0.349,100.91,0.178,0.113
4034.7,85.423,88.18,166.439,2.776,122.568,19.889,27.571,22.376,4.661,20.273,8.745,0.385,100.774,0.238,0.109
4034.8,85.798,88.935,167.539,2.775,123.91,19.785,27.55,22.579,4.66,20.126,8.801,0.374,100.786,0.297,0.107
4034.8999,86.189,89.643,168.783,2.776,124.808,19.807,27.544,22.755,4.629,19.82,8.961,0.374,100.897,0.335,0.108
4035.0,86.449,90.125,169.449,2.777,125.204,20.032,27.535,22.755,4.58,19.348,9.191,0.386,101.147,0.336,0.113
4035.1001,86.459,90.35,170.92,2.778,125.207,20.38,27.5,22.755,4.522,18.817,9.44,0.379,101.406,0.31,0.122
4035.2,86.277,90.365,172.753,2.778,125.076,20.701,27.39,22.771,4.46,18.345,9.659,0.364,101.668,0.279,0.13
4035.3,85.907,89.904,172.753,2.777,125.262,20.893,27.093,22.981,4.388,17.978,9.856,0.374,101.88,0.264,0.136
4035.3999,85.585,89.237,173.861,2.775,125.701,20.934,26.812,23.189,4.314,17.769,10.0,0.374,102.035,0.264,0.138
4035.5,85.433,88.398,175.816,2.775,125.986,20.763,26.749,23.399,4.251,17.721,10.063,0.374,102.142,0.264,0.131
4035.6001,85.517,87.487,176.482,2.777,125.564,20.296,26.685,23.495,4.21,17.844,10.036,0.358,102.136,0.293,0.115
4035.7,85.874,86.7,177.146,2.779,124.397,19.685,26.754,23.286,4.193,18.141,9.895,0.332,102.046,0.355,0.096
4035.8,86.448,86.028,177.812,2.782,122.863,19.187,26.941,23.077,4.188,18.515,9.703,0.397,101.875,0.248,0.083
4035.8999,87.118,85.763,178.476,2.782,121.547,19.136,27.171,22.823,4.191,18.916,9.502,0.362,101.606,0.13,0.084
4036.0,87.736,85.665,178.836,2.781,120.686,19.479,27.295,22.508,4.192,19.243,9.358,0.334,101.319,0.012,0.096
4036.1001,88.238,85.755,178.836,2.777,120.268,19.996,27.285,22.214,4.195,19.502,9.269,0.334,101.013,,0.115
4036.2,88.626,85.921,178.836,2.771,120.376,20.344,27.065,21.882,4.207,19.742,9.2,0.371,100.765,,0.13
4036.3,88.981,86.05,178.561,2.762,121.009,20.365,26.672,21.686,4.24,19.955,9.144,0.347,100.569,,0.139
4036.3999,89.345,86.121,177.897,2.751,122.118,20.21,26.183,21.686,4.305,20.13,9.079,0.358,100.444,,0.146
4036.5,89.686,86.075,176.936,2.74,123.533,20.062,25.593,21.347,4.411,20.201,8.982,0.362,100.461,,0.154
4036.6001,89.892,85.997,175.937,2.731,124.535,19.895,24.963,21.022,4.554,20.166,8.858,0.362,100.518,,0.158
4036.7,89.861,85.89,174.941,2.726,124.717,19.691,24.325,20.481,4.712,20.08,8.719,0.34,100.613,,0.158
4036.8,89.515,85.816,173.104,2.723,124.27,19.641,23.694,19.867,4.87,20.0,8.585,0.359,100.657,,0.161
4036.8999,88.859,85.762,171.635,2.721,123.694,20.018,23.105,19.377,5.008,19.913,8.472,0.362,100.66,0.003,0.176
4037.0,88.03,85.74,171.302,2.718,123.237,20.811,22.593,19.057,5.12,19.801,8.383,0.353,100.6,0.075,0.202
4037.1001,87.174,85.731,170.969,2.713,122.745,21.81,22.204,18.945,5.195,19.68,8.322,0.398,100.564,0.15,0.233
4037.2,86.478,85.734,170.192,2.71,122.052,22.527,21.958,18.928,5.213,19.599,8.314,0.362,100.562,0.195,0.253
4037.3,86.024,85.755,168.195,2.71,121.504,22.765,21.839,18.963,5.174,19.56,8.371,0.362,100.632,0.269,0.257
4037.3999,85.839,85.755,167.685,2.712,121.584,22.695,21.764,19.106,5.08,19.527,8.489,0.362,100.733,0.35,0.251
4037.5,85.927,85.725,167.539,2.716,122.468,22.581,21.736,19.296,4.937,19.535,8.648,0.373,100.835,0.416,0.244
4037.6001,86.179,85.614,166.873,2.719,123.494,22.429,21.764,19.477,4.774,19.556,8.83,0.377,100.904,0.418,0.236
4037.7,86.526,85.433,166.595,2.721,124.009,22.106,21.799,19.614,4.603,19.586,9.024,0.396,100.956,0.387,0.225
4037.8,86.896,85.216,166.598,2.721,123.649,21.587,21.93,19.583,4.437,19.621,9.244,0.399,101.011,0.361,0.21
4037.8999,87.205,84.976,167.139,2.721,122.948,21.071,22.027,19.467,4.281,19.662,9.48,0.399,101.116,0.304,0.197
4038.0,87.386,84.78,167.661,2.721,122.665,20.721,22.106,19.309,4.136,19.734,9.707,0.368,101.319,0.234,0.19
4038.1001,87.365,84.618,168.148,2.719,123.203,20.603,22.139,19.147,4.009,19.886,9.901,0.399,101.604,0.24,0.19
4038.2,87.126,84.533,168.477,2.716,124.03,20.64,22.177,19.01,3.903,20.134,10.009,0.399,102.086,0.276,0.195
4038.3,86.709,84.472,168.149,2.713,124.385,20.79,22.253,18.907,3.824,20.462,10.049,0.399,102.659,0.339,0.202
4038.3999,86.17,84.427,167.297,2.713,123.898,21.113,22.284,18.842,3.78,20.842,10.023,0.399,103.292,0.449,0.212
4038.5,85.586,84.377,165.367,2.715,123.027,21.639,22.436,18.809,3.779,21.237,9.92,0.399,103.94,0.565,0.224
4038.6001,85.091,84.316,163.129,2.718,122.623,22.19,22.589,18.795,3.813,21.604,9.75,0.399,104.497,0.686,0.234
4038.7,84.796,84.247,160.651,2.721,123.115,22.538,22.783,18.79,3.875,21.879,9.522,0.399,104.974,0.695,0.239
4038.8,84.72,84.177,158.276,2.72,124.11,22.507,22.911,18.784,3.957,21.987,9.311,0.386,105.23,0.699,0.238
4038.8999,84.799,84.088,156.439,2.718,124.824,22.163,22.87,18.769,4.042,21.921,9.156,0.363,105.389,0.699,0.23
4039.0,84.86,83.978,155.125,2.717,124.965,21.565,22.621,18.749,4.127,21.667,9.052,0.327,105.452,0.692,0.213
4039.1001,84.825,83.862,155.171,2.717,124.374,20.859,22.405,18.734,4.204,21.212,9.011,0.276,105.402,0.658,0.194
4039.2,84.671,83.77,155.504,2.719,123.142,20.31,22.383,18.737,4.266,20.611,9.018,0.208,105.284,0.586,0.179
4039.3,84.478,83.704,156.146,2.719,121.499,20.076,22.476,18.764,4.305,19.945,9.09,0.195,105.087,0.483,0.176
4039.3999,84.307,83.708,156.926,2.717,120.302,20.226,22.768,18.818,4.309,19.322,9.213,0.196,104.749,0.421,0.184
4039.5,84.132,83.742,157.676,2.713,120.322,20.535,22.92,18.889,4.28,18.777,9.367,0.197,104.374,0.433,0.196
4039.6001,84.047,83.813,158.363,2.71,121.423,20.79,22.912,18.963,4.222,18.365,9.567,0.197,103.961,0.533,0.206
4039.7,83.911,83.888,158.651,2.707,122.669,20.919,22.922,19.028,4.159,18.055,9.785,0.206,103.619,0.62,0.211
4039.8,83.854,83.934,158.828,2.707,123.028,20.943,22.931,19.071,4.092,17.816,10.02,0.197,103.337,0.646,0.211
4039.8999,83.892,83.928,158.9,2.709,122.575,20.856,23.105,19.087,4.042,17.633,10.222,0.197,103.147,0.676,0.205
4040.0,84.023,83.889,158.893,2.713,121.999,20.661,23.404,19.073,4.028,17.494,10.353,0.197,103.057,0.69,0.196
4040.1001,84.247,83.839,158.826,2.716,121.837,20.562,23.702,19.035,4.041,17.406,10.324,0.197,103.032,0.657,0.191
4040.2,84.474,83.78,158.663,2.719,121.91,20.837,23.953,18.979,4.094,17.355,10.248,0.197,103.103,0.603,0.198
4040.3,84.61,83.704,158.525,2.72,122.144,21.616,23.973,18.908,4.184,17.339,10.166,0.197,103.32,0.552,0.221
4040.3999,84.601,83.615,158.397,2.722,122.79,22.731,23.796,18.826,4.308,17.34,10.15,0.197,103.606,0.531,0.248
4040.5,84.542,83.506,158.281,2.723,123.782,23.584,23.539,18.748,4.445,17.35,9.886,0.164,103.98,0.433,0.267
4040.6001,84.386,83.398,158.074,2.725,124.698,23.791,23.426,18.691,4.573,17.377,9.607,0.195,104.332,0.309,0.266
4040.7,84.229,83.303,157.933,2.725,125.005,23.357,23.506,18.68,4.66,17.393,9.398,0.188,104.649,0.222,0.252
4040.8,84.14,83.249,158.137,2.725,124.67,22.806,23.638,18.708,4.694,17.326,9.299,0.185,104.869,0.119,0.238
4040.8999,84.171,83.269,158.491,2.724,123.912,22.438,23.855,18.76,4.666,17.109,9.339,0.151,104.914,0.027,0.232
4041.0,84.409,83.336,158.909,2.722,122.766,22.302,23.89,18.811,4.565,16.679,9.628,0.186,104.82,0.07,0.232
4041.1001,84.634,83.473,159.314,2.718,121.28,22.251,23.827,18.839,4.414,16.103,10.122,0.173,104.424,0.159,0.235
4041.2,84.806,83.619,159.935,2.713,119.752,22.194,23.773,18.836,4.249,15.503,10.656,0.172,104.826,0.278,0.238
4041.3,84.792,83.766,160.589,2.71,118.827,22.163,23.642,18.799,4.106,14.997,11.033,0.164,105.542,0.397,0.242
4041.3999,84.626,83.892,160.589,2.707,118.783,22.239,23.344,18.737,4.012,14.668,11.239,0.147,105.317,0.5,0.247
4041.5,84.504,83.994,160.985,2.705,119.124,22.414,22.999,18.661,3.964,14.5,11.342,0.163,105.17,0.59,0.254
4041.6001,84.326,84.077,161.603,2.702,119.516,22.617,22.789,18.586,3.958,14.501,11.375,0.148,105.088,0.651,0.262
4041.7,84.237,84.125,161.603,2.7,120.089,22.716,22.715,18.538,3.992,14.689,11.301,0.158,105.149,0.67,0.267
4041.8,84.127,84.156,161.238,2.699,120.985,22.689,23.052,18.549,4.055,14.997,11.06,0.146,103.977,0.649,0.265
4041.8999,84.0,84.174,160.574,2.703,122.267,22.626,23.482,18.635,4.136,15.368,10.768,0.105,101.854,0.738,0.258
4042.0,83.88,84.177,159.908,2.71,123.42,22.647,23.644,18.777,4.211,15.666,10.521,0.166,102.303,0.813,0.253
4042.1001,83.791,84.159,159.909,2.715,123.772,22.759,23.565,18.896,4.267,15.836,10.396,0.166,102.767,0.869,0.251
4042.2,83.749,84.12,160.573,2.717,123.211,22.868,23.34,18.92,4.296,15.883,10.368,0.166,103.246,0.822,0.252
4042.3,83.864,84.033,160.589,2.715,122.302,22.785,23.26,18.808,4.309,15.845,10.376,0.121,103.623,0.753,0.251
4042.3999,84.138,83.933,160.589,2.711,121.711,22.49,23.446,18.632,4.311,15.834,10.395,0.166,103.926,0.662,0.247
4042.5,84.481,83.818,160.589,2.707,121.291,22.171,23.765,18.468,4.296,15.907,10.38,0.109,104.144,0.583,0.244
4042.6001,84.897,83.733,160.589,2.703,120.835,22.161,23.936,18.376,4.264,16.132,10.327,0.103,104.247,0.5,0.25
4042.7,85.086,83.679,160.589,2.699,120.223,22.508,23.895,18.343,4.207,16.5,10.264,0.125,104.328,0.41,0.265
4042.8,85.086,83.667,160.589,2.696,119.341,22.94,23.78,18.335,4.134,16.964,10.217,0.145,104.39,0.233,0.279
4042.8999,84.875,83.715,160.004,2.695,118.556,23.074,23.608,18.324,4.057,17.473,10.185,0.153,104.45,0.101,0.279
4043.0,84.579,83.77,159.338,2.699,118.421,22.762,23.325,18.315,3.989,17.975,10.169,0.175,104.5,0.1,0.264
4043.1001,84.433,83.82,158.673,2.705,119.132,22.263,23.012,18.328,3.918,18.411,10.196,0.142,104.531,0.211,0.244
4043.2,84.319,83.821,158.008,2.711,120.705,21.86,22.707,18.373,3.865,18.725,10.263,0.14,104.528,0.357,0.229
4043.3,84.332,83.776,157.615,2.715,122.672,21.703,22.593,18.444,3.846,18.854,10.351,0.365,104.52,0.518,0.222
4043.3999,84.368,83.65,157.832,2.716,124.237,21.722,22.66,18.519,3.876,18.797,10.393,0.666,104.52,0.639,0.223
4043.5,84.458,83.447,157.577,2.715,125.01,21.857,22.901,18.573,3.937,18.579,10.409,0.7,104.568,0.738,0.228
4043.6001,84.607,83.214,157.206,2.714,125.093,22.073,23.022,18.251,4.017,18.241,10.408,0.701,104.658,0.811,0.235
4043.7,84.727,82.959,156.879,2.712,124.956,22.287,23.116,17.911,4.107,17.878,10.388,0.671,104.832,0.896,0.243
4043.8,84.691,82.727,158.036,2.709,124.699,22.422,23.285,17.676,4.199,17.548,10.342,0.757,105.053,0.984,0.249
4043.8999,84.431,82.511,159.832,2.707,124.427,22.427,23.323,17.795,4.267,17.338,10.287,0.699,105.28,1.057,0.251
4044.0,84.154,82.324,162.051,2.706,124.227,22.402,23.383,18.118,4.29,17.299,10.259,0.685,105.466,1.082,0.25
4044.1001,83.95,82.146,163.917,2.707,124.059,22.412,23.39,18.442,4.261,17.469,10.249,0.663,105.514,1.068,0.25
4044.2,83.991,81.98,165.377,2.71,123.772,22.706,23.286,18.547,4.185,17.905,10.239,0.657,105.474,0.96,0.259
4044.3,84.191,81.857,165.606,2.712,123.212,23.582,23.22,18.319,4.076,18.537,10.189,0.674,105.303,0.837,0.282
4044.3999,84.414,81.828,165.227,2.713,122.441,24.455,23.204,18.332,3.965,19.278,10.103,0.696,105.112,0.707,0.3
4044.5,84.49,81.869,164.481,2.711,121.789,23.962,23.192,18.465,3.866,20.02,9.999,0.696,104.93,0.625,0.277
4044.6001,84.356,82.055,163.559,2.707,121.461,21.584,23.216,18.748,3.794,20.678,9.895,0.701,104.907,0.565,0.212
