DEPTH,AC,DTC,DTS,DEN,GR,CNL,LLD,LLS,K,TH,U,DEVI,SHMAX,TOC,PERM
4143.2,230.7407,72.3121,130.0645,2.6906,122.9829,17.7894,9.6988,9.2358,3.1924,12.3331,5.2668,17.8619,112.9716,0.0,10.0
4143.3,229.2393,72.5431,130.2745,2.6953,121.9776,17.6273,10.0931,9.6293,3.0923,12.3157,5.5162,17.8352,112.9551,0.0,10.0
4143.4,228.2783,72.8546,131.0064,2.6993,121.631,17.5084,10.5572,10.0821,2.9976,12.2381,5.7771,17.8273,112.8233,0.0,10.0
4143.5,227.9445,73.2183,132.1293,2.7003,122.1248,17.5354,10.9713,10.4718,2.9193,12.0877,6.0322,17.8678,112.5965,0.0,10.0
4144.0,231.1599,73.547,137.3926,2.6867,121.8624,17.5109,10.0275,9.4515,2.887,11.1369,6.4666,17.8514,111.4843,0.0,10.0
4144.2,233.1184,73.3256,137.7501,2.6858,122.0014,17.9464,9.4747,8.9337,2.8725,11.7214,6.1626,17.8593,111.3677,0.0,10.0
4144.3,234.2455,73.2773,137.8722,2.6861,122.4145,18.107,9.3402,8.8126,2.8527,12.1704,5.966,17.8933,111.3355,0.0,10.0
4144.4,235.4978,73.2684,138.0204,2.6849,122.5987,18.0648,9.2709,8.7514,2.8334,12.632,5.7587,17.9289,111.3035,0.0,10.0
4144.5,236.8172,73.3279,138.1277,2.6821,122.202,17.8284,9.2369,8.7216,2.8166,13.1297,5.5197,17.9681,111.272,0.0,10.0
4144.7,238.9267,73.5013,138.1805,2.6766,120.9493,17.3864,9.2241,8.7088,2.822,13.9975,5.0215,17.999,111.2411,0.0,10.0
4144.8,239.4218,73.5479,138.0047,2.6757,120.8671,17.4031,9.2349,8.7167,2.8494,14.288,4.8081,18.0367,111.2554,0.0,10.0
4145.1,238.4049,73.5048,137.196,2.6763,122.7783,17.9328,9.254,8.7309,2.9462,14.4764,4.5954,18.1508,111.3785,0.0,10.0
4145.2,237.5458,73.4803,137.0281,2.6758,123.5165,18.0166,9.2655,8.7403,2.9673,14.3691,4.6686,18.2322,111.4091,0.0,10.0
4145.5,235.9812,73.6825,137.3997,2.6764,125.1259,17.6501,9.3902,8.8391,3.0056,13.8606,4.9948,18.428,111.3499,0.0,10.0
4146.1,244.4996,74.461,139.7031,2.6871,122.5299,17.6207,9.2192,8.6549,3.0161,11.9703,5.6488,17.2579,110.9259,0.0,10.0
4146.4,245.1564,74.5368,140.476,2.6963,121.7317,17.9117,8.8421,8.2967,2.9719,12.1311,5.6357,17.3006,110.808,0.0,10.0
4146.5,243.3514,74.5525,140.6458,2.6978,121.1895,18.3501,8.7543,8.2085,2.9501,12.3122,5.596,17.3082,110.7757,0.0,10.0
4146.7,238.2834,74.5729,141.0246,2.6985,121.4789,18.5775,8.637,8.0856,2.8901,12.7126,5.5047,17.2975,110.6967,0.0,10.0
4146.8,236.2425,74.6077,141.2616,2.6971,121.8723,18.3902,8.5793,8.0293,2.8509,12.9257,5.468,17.291,110.6473,0.0,10.0
4147.1,236.1093,74.9313,141.9084,2.6947,120.5932,18.8498,8.4126,7.8745,2.7577,13.691,5.3003,17.2834,110.5028,0.0,10.0
4147.2,237.5974,75.0844,142.009,2.695,120.1878,19.243,8.3705,7.8332,2.7499,14.0276,5.1877,17.278,110.4805,0.0,10.0
4147.3,239.2919,75.2316,142.0231,2.6927,120.2325,19.4475,8.3366,7.8,2.7545,14.3973,5.0565,17.3184,110.4906,0.0,10.0
4147.9,237.8788,73.5035,135.5299,2.6816,124.7434,17.2275,9.0808,8.5445,3.0348,16.608,3.863,17.3107,111.8024,0.0,10.0
4148.1,232.4906,72.0482,131.8495,2.6748,123.1137,16.1311,10.1528,9.5644,3.0745,16.5297,3.7351,17.2706,112.632,0.0,10.0
4148.2,229.7903,71.3097,130.0756,2.6713,122.6863,15.6084,10.687,10.0619,3.0753,16.2725,3.7739,17.2796,113.0794,0.0,10.0
4148.4,225.4933,70.0599,127.1347,2.6692,122.2819,15.0058,11.4638,10.7793,3.0395,15.2651,4.0909,17.2997,113.9103,0.0,10.0
4148.5,224.1097,69.5941,126.0472,2.6699,121.7905,14.974,11.7564,11.0564,3.0149,14.7368,4.2864,17.3175,114.2502,0.0,10.0
4148.8,222.4997,69.1047,124.5241,2.6768,121.2371,14.7944,12.4827,11.7422,2.9777,13.6973,4.7107,17.301,114.8192,0.0,10.0
4148.9,222.4832,69.1327,124.3997,2.6732,121.383,14.8024,12.5747,11.8196,2.9761,13.4547,4.8277,17.2799,114.8689,0.0,10.0
4149.3,222.8105,69.182,124.0263,2.657,122.171,14.8163,12.4154,11.6286,3.0102,12.736,5.3757,17.3029,114.9274,0.0,10.0
4149.7,222.0398,69.207,123.6655,2.6729,122.3206,14.5664,10.0006,9.376,3.0561,13.4358,5.1545,17.284,115.092,0.0,10.0
4150.0,223.115,69.0307,124.2289,2.6785,120.4498,14.5579,9.6169,9.0762,3.0498,14.9758,4.5321,17.2949,115.0166,0.0,10.0
4150.1,223.957,69.0434,124.5594,2.6778,120.862,14.8318,10.1251,9.5623,3.0299,15.4746,4.3887,17.3102,114.9424,0.0,10.0
4150.2,224.9174,69.1111,124.9244,2.6755,121.5995,15.1474,10.7648,10.1578,2.9983,15.7697,4.3633,17.2869,114.8542,0.0,10.0
4150.3,225.814,69.2655,125.2838,2.6743,122.4842,15.413,11.3449,10.683,2.9598,15.8288,4.4522,17.3115,114.7662,0.0,10.0
4150.4,226.466,69.4129,125.6089,2.6767,123.7153,15.5234,11.704,10.9936,2.9236,15.6527,4.6505,17.3064,114.6903,0.0,10.0
4150.6,226.9902,69.6188,126.1171,2.6884,126.1807,15.2059,11.8163,11.0598,2.8697,14.9824,5.1813,17.2772,114.5754,0.0,10.0
4150.7,227.1068,69.6844,126.3235,2.6904,126.26,15.0487,11.7345,10.9725,2.8566,14.6372,5.3825,17.3079,114.5201,0.0,10.0
4150.8,227.2826,69.7531,126.516,2.6883,125.4413,15.0693,11.6143,10.8521,2.855,14.4083,5.4888,17.3083,114.4569,0.0,10.0
4150.9,227.5368,69.8722,126.7367,2.6854,124.8074,15.2317,11.464,10.7048,2.867,14.3793,5.5025,17.3252,114.3861,0.0,10.0
4151.2,228.1664,70.2831,127.4665,2.6808,126.8796,15.7863,11.049,10.2943,2.9535,15.0821,5.2022,17.3329,114.159,0.0,10.0
4151.3,227.9377,70.3824,127.6512,2.6763,126.5435,15.9436,11.0036,10.2435,3.0021,15.329,5.0794,17.341,114.0923,0.0,10.0
4151.4,227.4091,70.4391,127.763,2.6722,125.9359,16.0858,11.0127,10.245,3.0606,15.5259,4.9729,17.3061,114.0445,0.0,10.0
4151.7,225.7089,70.3868,127.7059,2.6789,127.0734,16.2817,11.1265,10.3447,3.2203,15.2836,4.9607,17.2818,114.0588,0.0,10.0
4152.0,226.3125,70.3856,127.5118,2.6869,127.6717,16.5575,11.2325,10.4475,3.2685,13.6878,5.4839,17.2516,114.1446,0.0,10.0
4152.1,226.8083,70.4588,127.5156,2.6882,127.9796,16.5588,11.2382,10.4551,3.2219,12.9821,5.8301,17.2637,114.1451,0.0,10.0
4152.5,228.0182,70.7429,127.9395,2.6811,126.3328,16.0615,10.9346,10.1988,2.8368,10.7851,7.2586,17.2699,114.0359,0.0,10.0
4152.6,227.8826,70.6847,128.0002,2.6805,125.6206,15.8142,10.9606,10.2285,2.7595,10.7686,7.3749,17.2388,114.0382,0.0,10.0
4152.7,227.5814,70.5918,127.9664,2.6829,125.3807,15.6283,11.0865,10.3457,2.727,10.9596,7.3234,17.2316,114.0755,0.0,10.0
4152.8,227.1652,70.4688,127.8592,2.6883,125.2227,15.5406,11.2632,10.5046,2.7437,11.3554,7.0814,17.2181,114.1468,0.0,10.0
4153.0,226.2175,70.0728,127.3239,2.6995,123.4843,15.4192,11.5583,10.7621,2.869,12.7174,6.1645,17.2253,114.3393,0.0,10.0
4153.2,225.658,69.8545,126.8213,2.7001,121.4142,15.0483,11.6589,10.8456,2.982,13.9723,5.4031,17.248,114.4767,0.0,10.0
4153.5,225.8416,70.0737,126.7476,2.6897,122.0492,15.3789,11.4917,10.6747,3.0439,14.8815,5.0471,17.2251,114.4137,0.0,10.0
4153.6,226.0356,70.1777,126.9775,2.6874,123.2833,15.6809,11.3701,10.5552,3.0324,14.9604,5.116,17.2129,114.3199,0.0,10.0
4153.7,226.3587,70.275,127.334,2.6866,124.3048,15.8597,11.2038,10.3952,3.0098,14.9075,5.2521,17.2297,114.1865,0.0,10.0
4153.9,227.7015,70.6605,128.8289,2.6865,124.3955,16.0064,10.7001,9.9241,2.9729,14.5952,5.5795,17.2052,113.7839,0.0,10.0
4154.0,228.7963,71.0153,129.815,2.6849,124.5703,16.1459,10.4037,9.6502,2.9705,14.4582,5.6942,17.2041,113.5266,0.0,10.0
4154.4,234.3076,72.2619,133.1467,2.6688,126.8777,16.5953,9.5261,8.8459,2.993,15.4929,5.2836,17.2032,112.7097,0.0,10.0
4154.5,235.0368,72.3141,133.4291,2.6713,126.9933,16.6607,9.3964,8.737,2.9966,15.9227,5.0757,17.2024,112.6558,0.0,10.0
4154.7,235.0151,72.1013,132.9844,2.6837,126.9836,16.6027,9.3261,8.6947,3.0041,16.429,4.7311,17.2078,112.7667,0.0,10.0
4155.0,232.4009,71.5211,130.8301,2.6922,125.8973,16.5233,9.545,8.8984,3.0787,15.5372,4.7093,17.1985,113.2921,0.0,10.0
4155.1,231.2885,71.3024,130.0107,2.6909,125.5636,16.4815,9.414,8.7636,3.1451,14.8418,4.7756,17.188,113.4862,0.0,10.0
4155.5,227.1241,70.4225,127.4558,2.6734,125.8878,15.5613,6.947,6.4445,3.4157,13.2186,4.7496,17.1829,114.1421,0.0,10.0
4155.6,226.3682,70.1833,126.9736,2.6735,125.8023,15.4616,6.6694,6.3051,3.4563,13.1903,4.676,17.1905,114.2909,0.0,10.0
4155.8,225.3136,69.7676,126.2582,2.6839,125.8616,15.2585,6.5826,6.2586,3.4574,13.6124,4.4871,17.174,114.5561,0.0,10.0
4156.0,224.948,69.4298,125.9835,2.688,125.0331,14.6414,6.6022,6.2784,3.3564,14.5782,4.2553,17.1668,114.6938,0.0,10.0
4156.1,225.0533,69.2894,126.0413,2.6845,124.4092,14.2186,6.6257,6.3079,3.3029,15.0527,4.1419,17.1831,114.6959,0.0,10.0
4156.4,227.3822,69.2564,126.7462,2.6728,123.562,14.0585,6.8854,6.503,3.244,16.0647,3.8023,17.167,114.4766,0.0,10.0
4156.7,231.5322,70.0867,128.0562,2.6699,124.7795,15.6258,7.0877,6.6288,3.3371,16.0158,3.6537,17.1498,114.0902,0.0,10.0
4157.0,232.2827,71.08,129.1183,2.6902,127.9199,15.6697,6.9374,6.5208,3.4823,14.1981,4.0985,17.1221,113.8705,0.0,10.0
4157.1,231.506,71.2872,129.2928,2.7009,128.4635,15.4954,6.9078,6.5022,3.4929,13.6809,4.2804,17.1441,113.8634,0.0,10.0
4157.3,229.7601,71.4604,129.2788,2.711,126.8236,15.0088,6.9741,6.5717,3.4354,12.9052,4.7114,17.1578,113.9038,0.0,10.0
4157.4,229.2127,71.4559,129.0973,2.7095,125.7266,14.8649,7.0761,6.6636,3.399,12.6909,4.8805,17.1236,113.9368,0.0,10.0
4157.5,228.8859,71.4053,128.7957,2.7053,125.6234,14.9567,7.2221,6.7909,3.3715,12.6887,4.9595,17.1651,113.9775,0.0,10.0
4157.6,228.622,71.3194,128.3832,2.6998,126.9273,15.3259,7.3944,6.9447,3.3471,12.8391,4.9836,17.1799,114.0288,0.0,10.0
4157.7,228.1575,71.2081,127.9585,2.6934,128.7394,15.8703,7.579,7.1234,3.328,13.0482,4.9616,17.1568,114.0916,0.0,10.0
4157.8,227.3835,71.0579,127.5468,2.6868,129.8427,16.4249,7.7859,7.3389,3.3135,13.2426,4.889,17.1239,114.1634,0.0,10.0
4158.1,225.4206,70.4636,126.8262,2.6826,124.4083,16.9442,8.7891,8.2395,3.2827,13.6965,4.4598,17.1098,114.3728,0.0,10.0
4158.3,227.4741,70.3158,126.9753,2.69,122.6703,16.4757,9.4976,8.7939,3.1904,13.9554,4.4542,17.0952,114.3746,0.0,10.0
4158.7,234.9211,70.9173,129.1016,2.6674,123.5951,16.0016,9.4357,8.8406,2.9575,14.5508,4.8227,17.1278,113.8137,0.0,10.0
4159.1,233.7197,70.9381,130.7727,2.6823,126.6181,15.642,9.1584,8.5293,2.9011,15.5962,5.0209,17.1199,113.4757,0.0,10.0
4159.2,233.226,70.8998,130.9035,2.6868,126.4228,15.655,9.0722,8.45,2.9483,15.8743,4.9635,17.0872,113.4622,0.0,10.0
4159.3,233.0098,70.9115,130.946,2.6879,126.6592,15.7596,8.9912,8.381,3.0089,16.1082,4.9109,17.0969,113.4519,0.0,10.0
4159.4,233.0312,70.9286,130.9737,2.6857,127.5128,15.8659,8.9376,8.3398,3.0682,16.2444,4.8951,17.0868,113.4385,0.0,10.0
4159.6,233.273,70.955,131.006,2.6792,129.0198,15.8996,8.9573,8.3718,3.1346,15.991,5.0679,17.0872,113.4034,0.0,10.0
4159.7,233.313,70.9627,131.0267,2.6784,128.766,15.8945,9.0492,8.4512,3.146,15.6263,5.2275,17.1009,113.3857,0.0,10.0
4159.9,233.4742,71.0125,131.0826,2.6768,128.1289,15.9952,9.3343,8.6693,3.117,14.7087,5.593,17.1049,113.3429,0.0,10.0
4160.0,233.7595,71.0699,131.1182,2.6735,128.3436,16.0593,9.462,8.7659,3.0765,14.2818,5.7724,17.08,113.3145,0.0,10.0
4160.2,234.7903,71.2312,131.2351,2.6685,128.4203,16.0486,9.5787,8.8707,2.9815,13.7807,5.9813,17.0836,113.2556,0.0,10.0
4160.3,235.3733,71.3123,131.3238,2.6697,127.8758,15.9841,9.5869,8.8846,2.9524,13.7447,5.9579,17.1029,113.2317,0.0,10.0
4160.5,235.8978,71.4644,131.5008,2.6723,126.3253,15.8129,9.5844,8.5673,2.9384,13.9686,5.7257,17.0801,113.1953,0.0,10.0
4160.6,235.5941,71.5361,131.5419,2.6709,125.917,15.7281,9.5892,8.4477,2.9376,14.1133,5.6006,17.0905,113.1861,0.0,10.0
4160.7,234.9816,71.598,131.5347,2.6696,125.8133,15.6348,9.6046,8.6549,2.9385,14.2611,5.476,17.099,113.192,0.0,10.0
4160.8,234.2251,71.6098,131.4601,2.6717,125.6828,15.5361,9.6297,8.4431,2.9447,14.4337,5.3178,17.1019,113.2206,0.0,10.0
4160.9,233.5541,71.5988,131.3641,2.6779,125.2246,15.4833,9.6603,8.3887,2.9621,14.6373,5.1128,17.0973,113.2725,0.0,10.0
4161.1,232.8848,71.4995,131.1564,2.6959,123.4444,15.7875,9.7165,8.3887,3.0054,14.9906,4.7232,17.049,113.4058,0.0,10.0
4161.3,232.6636,71.4151,131.0433,2.7027,122.895,16.6266,9.7568,8.9494,3.0311,15.252,4.4796,17.0591,113.4856,0.0,10.0
4161.6,231.9922,71.4872,131.0744,2.6911,124.3609,17.4303,9.8425,9.2423,3.1708,16.2692,3.7175,17.076,113.4493,0.0,10.0
4161.7,231.8081,71.4758,131.1588,2.6892,124.3292,17.252,10.0272,9.4666,3.2334,16.5797,3.4525,17.0479,113.4204,0.0,10.0
4161.9,231.8625,71.4323,131.5109,2.6923,124.6685,16.644,11.0606,10.2912,3.3657,17.0011,2.9627,17.1072,113.3328,0.0,10.0
4162.0,232.1499,71.4924,131.8711,2.6947,125.766,16.5874,11.7714,10.7358,3.4278,17.2118,2.7081,17.0735,113.2521,0.0,10.0
4162.6,236.1401,73.4118,135.6813,2.6891,126.631,17.0738,12.8855,9.3858,3.1083,14.979,4.4784,17.1173,112.2711,0.0,10.0
4162.7,236.5551,73.665,136.2152,2.6909,128.7602,17.3378,12.8887,9.3816,2.9862,14.3158,5.1294,17.0725,112.155,0.0,10.0
4162.8,236.615,73.7766,136.5173,2.693,130.2493,17.5892,12.8925,9.5324,2.9029,13.8993,5.5579,17.1037,112.0839,0.0,10.0
4163.0,235.6118,73.7628,136.6778,2.6949,130.8934,17.9434,12.897,9.9151,2.8215,13.4774,5.9509,17.0854,112.0872,0.0,10.0
4163.1,234.6628,73.5471,136.3331,2.6936,130.496,18.0227,12.8976,10.1215,2.796,13.3626,6.0214,17.0756,112.1644,0.0,10.0
4163.5,230.6114,71.9401,133.5387,2.6845,124.1824,17.3943,12.9004,10.1355,2.7963,13.517,5.3909,17.0722,112.8015,0.0,10.0
4163.6,230.0125,71.5184,132.7716,2.6815,122.6814,16.8259,12.8996,10.0589,2.8038,13.3828,5.2915,17.0605,112.9678,0.0,10.0
4163.7,229.6759,71.2271,132.1629,2.6803,122.0469,16.279,12.8984,10.1292,2.8132,13.1076,5.2933,17.0811,113.1227,0.0,10.0
4163.8,229.575,71.0124,131.648,2.6815,122.3976,15.9513,12.8979,10.2987,2.8257,12.6925,5.3861,17.0581,113.2652,0.0,10.0
4164.1,229.516,70.8701,130.7554,2.6842,124.9804,16.1693,12.9005,10.9293,2.8727,11.7648,5.6619,17.0723,113.5479,0.0,10.0
4164.5,229.2985,70.8786,129.8758,2.6677,122.3161,15.5761,12.9025,10.5861,2.8533,13.1468,5.1553,17.0654,113.6744,0.0,10.0
4164.9,228.1725,71.2274,129.2851,2.6679,121.7842,16.2163,12.904,10.2914,2.8498,14.5205,4.4501,17.0414,113.7601,0.0,10.0
4165.2,227.1352,71.6966,129.8821,2.6762,121.8104,16.1445,12.9054,10.04,2.9339,14.612,4.131,17.0627,113.5876,0.0,10.0
4165.4,226.8204,72.2519,131.3745,2.6711,124.5038,15.8168,12.9067,9.9232,2.994,14.7034,3.9799,17.0561,113.2261,0.0,10.0
4166.0,231.4383,73.0564,134.092,2.6546,127.3725,16.2591,12.9127,8.8366,3.1266,16.7199,3.2358,17.0508,112.4478,0.0,10.0
4166.2,231.9315,73.0117,134.2124,2.6573,129.658,15.6619,12.913,8.1793,3.2244,16.8817,3.022,17.0353,112.4238,0.0,10.0
4166.4,231.8588,72.8066,134.5937,2.6644,129.9128,15.7533,12.9124,8.2884,3.3184,16.4375,3.0153,17.0417,112.4201,0.0,10.0
4166.6,232.1912,72.5995,135.0266,2.6722,128.3135,16.6253,12.9102,8.7189,3.3958,15.6224,3.2108,17.0059,112.4379,0.0,10.0
4166.7,232.4866,72.5298,135.0553,2.6766,128.0876,17.0891,12.91,8.9968,3.4197,15.2255,3.3582,17.0634,112.4764,0.0,10.0
4167.4,227.9663,70.3675,128.5656,2.6789,127.3672,16.3325,12.9151,11.111,3.1672,16.2148,3.474,17.0303,114.0809,0.0,10.0
4167.6,225.584,69.3234,126.2309,2.6821,126.749,15.5469,12.9214,11.3348,3.1254,16.305,3.4197,17.0206,114.7653,0.0,10.0
4167.7,225.1389,68.9265,125.3159,2.6809,127.5009,15.2643,12.9273,11.484,3.1159,16.2151,3.4346,17.0134,115.0431,0.0,10.0
4167.8,225.1884,68.6601,124.6563,2.6779,127.9177,15.0291,12.9379,11.6196,3.1152,15.9815,3.5013,16.996,115.2596,0.0,10.0
4168.0,225.968,68.372,123.8681,2.6717,127.9195,14.766,12.998,11.7,3.1278,15.1919,3.7651,16.9992,115.5199,0.0,10.0
4168.1,226.238,68.3372,123.7005,2.6705,127.8956,14.7907,13.0525,11.6991,3.1355,14.7694,3.9265,17.0081,115.5831,0.0,10.0
4168.2,226.3201,68.3421,123.5963,2.6704,127.7638,14.8695,13.1088,11.6797,3.1352,14.3793,4.1083,16.9976,115.6157,0.0,10.0
4168.4,226.3592,68.5693,123.5567,2.6703,127.5682,14.918,13.129,11.6248,3.0797,13.7024,4.5808,16.9775,115.6141,0.0,10.0
4169.0,225.7948,70.332,122.738,2.6649,126.9322,14.1796,13.2179,11.3441,2.6834,13.751,5.8689,16.9378,115.5447,0.0,10.0
4169.1,224.3836,70.3743,122.4228,2.661,126.6138,14.2039,13.5251,11.7544,2.6584,13.8934,5.9245,16.9393,115.586,0.0,10.0
4169.2,222.8495,70.1492,122.2213,2.6596,127.036,14.3353,13.8347,12.2989,2.6761,14.073,5.8572,16.9022,115.6383,0.0,10.0
4169.3,221.5547,69.8551,122.153,2.6615,128.183,14.4629,14.0697,12.7348,2.74,14.285,5.6614,16.9426,115.6845,0.0,10.0
4169.5,220.5406,69.2115,122.6304,2.6686,130.8484,14.3789,14.155,12.8933,2.9426,14.4827,5.1011,16.9206,115.6746,0.0,10.0
4169.8,222.1826,68.952,124.6233,2.6673,131.1817,13.8826,13.3628,12.2382,3.1547,14.1805,4.5326,16.6867,115.2961,0.0,10.0
4169.9,222.7457,69.0091,125.3236,2.6642,130.7875,13.9434,13.0662,11.995,3.1651,14.0474,4.4707,16.6136,115.1304,0.0,10.0
4170.1,223.4676,69.2901,126.4249,2.6571,127.991,14.4027,12.6932,11.6498,2.9055,13.7867,5.0286,16.6037,114.8462,0.0,10.0
4170.3,224.3712,69.7086,126.9415,2.66,123.4856,14.7732,12.4783,11.4257,2.5712,13.8351,5.8026,16.62,114.6827,0.0,10.0
4170.7,227.0308,70.151,126.3463,2.6749,126.4079,15.9523,12.145,11.1826,2.388,14.6106,6.4398,16.6102,114.8037,0.0,10.0
4170.9,226.0558,69.7527,125.7113,2.6793,126.8517,16.2523,12.3358,11.3452,2.5177,14.3265,6.2905,16.6223,115.0174,0.0,10.0
4171.0,225.023,69.4992,125.3707,2.6805,126.2631,16.1757,12.5026,11.482,2.5998,14.0872,6.1523,16.6311,115.1364,0.0,10.0
4171.1,223.9625,69.2538,125.0293,2.6801,125.7928,16.0933,12.6808,11.6265,2.6751,13.8596,6.0052,16.6247,115.2511,0.0,10.0
4171.3,222.3991,68.9083,124.4533,2.6782,125.3178,16.0699,12.971,11.8502,2.7894,13.518,5.6953,16.61,115.4373,0.0,10.0
4171.4,222.0066,68.8123,124.2873,2.6798,124.8899,16.0049,13.0371,11.8962,2.8163,13.4637,5.5392,16.6213,115.4956,0.0,10.0
4171.6,221.9586,68.8099,124.5306,2.6877,123.6255,15.5653,12.9291,11.8066,2.786,13.6806,5.3259,16.6076,115.513,0.0,10.0
4171.9,223.6512,69.0192,125.6474,2.6951,123.2756,15.4388,12.4128,11.3683,2.6667,14.2208,5.2818,16.6247,115.3172,0.0,10.0
4172.3,229.1429,69.3897,126.9708,2.6974,122.7192,17.1502,11.8259,10.8252,2.6803,14.8644,5.1686,16.6431,114.933,0.0,10.0
4172.4,230.4768,69.5001,127.3533,2.6949,124.0459,17.4952,11.7352,10.7313,2.7483,14.9859,5.0543,16.6339,114.8173,0.0,10.0
4172.5,231.6001,69.608,127.7795,2.6917,125.4591,17.6288,11.6486,10.6487,2.8246,15.0472,4.9286,16.6256,114.6938,0.0,10.0
4172.8,232.8653,69.962,129.2203,2.694,125.1908,17.0645,11.449,10.4444,2.9949,15.1326,4.5612,16.6008,114.3422,0.0,10.0
4172.9,232.3639,70.1099,129.6521,2.6968,124.6022,17.034,11.3825,10.38,3.0204,15.0514,4.4962,16.5923,114.2541,0.0,10.0
4173.1,231.3325,70.419,130.1254,2.7007,123.4815,17.2827,11.2417,10.2479,3.0269,14.6137,4.4801,16.5845,114.1499,0.0,10.0
4173.2,231.8222,70.5394,130.2203,2.7042,122.5572,17.3257,11.18,10.1852,3.0087,14.316,4.5342,16.5785,114.1338,0.0,10.0
4173.3,233.1987,70.6069,130.2332,2.7092,121.5562,17.2869,11.1223,10.1276,2.9712,13.989,4.6477,16.5603,114.1314,0.0,10.0
4173.4,235.1781,70.6636,130.2385,2.7133,120.4171,17.2509,11.0678,10.077,2.9203,13.6831,4.7911,16.5441,114.1276,0.0,10.0
4173.5,237.171,70.7137,130.2491,2.714,119.265,17.2791,11.0258,10.0369,2.8658,13.4149,4.9363,16.5527,114.1077,0.0,10.0
4173.6,238.7341,70.8122,130.3112,2.7099,118.572,17.3642,11.0025,10.0075,2.8302,13.2862,5.0099,16.5482,114.0635,0.0,10.0
4173.7,239.3369,70.9603,130.3944,2.7024,118.5733,17.4867,10.995,9.9867,2.8183,13.2486,5.0123,16.5754,113.9957,0.0,10.0
4173.8,238.8675,71.1972,130.5016,2.6938,119.1577,17.6545,10.989,9.9675,2.8378,13.3079,4.9353,16.5279,113.9134,0.0,10.0
4173.9,237.4807,71.5355,130.5971,2.6877,119.7936,17.8785,10.9686,9.9418,2.8821,13.4446,4.7992,16.5338,113.8299,0.0,10.0
4174.0,235.6398,71.9044,130.68,2.6856,120.0468,18.1208,10.9278,9.9055,2.9362,13.6261,4.635,16.5219,113.7572,0.0,10.0
4174.2,232.9523,72.5705,130.7497,2.6904,119.9704,18.3933,10.8095,9.8131,3.0411,14.0066,4.3215,16.4926,113.6683,0.0,10.0
4174.4,232.1674,72.8557,130.6465,2.6921,121.1115,18.6315,10.7281,9.7615,3.1239,14.0183,4.2084,16.4829,113.6479,0.0,10.0
4174.5,232.049,72.8026,130.5203,2.6886,121.7527,18.8947,10.7369,9.776,3.1485,13.8164,4.2614,16.5019,113.6576,0.0,10.0
4174.7,231.8483,72.4255,130.2339,2.6785,122.6023,18.8723,10.8808,9.8836,3.156,13.2512,4.5129,16.4803,113.722,0.0,10.0
4175.2,229.1038,71.3669,130.0763,2.6939,122.8193,16.4791,11.1327,10.0499,3.1598,12.799,4.8965,16.4589,113.9234,0.0,10.0
4175.4,227.9278,71.6904,130.3897,2.6829,122.86,17.2377,10.9847,9.9771,3.195,13.1342,4.8415,16.4743,113.798,0.0,10.0
4175.6,227.1085,71.9615,130.7743,2.6678,124.6119,18.1347,10.8162,9.7959,3.1853,13.4798,4.9263,16.4179,113.6348,0.0,10.0
4175.8,226.7246,72.0325,130.902,2.6622,128.0911,18.34,10.6824,9.6609,3.1364,13.3422,5.0795,16.434,113.6031,0.0,10.0
4176.1,226.7291,72.1521,130.0317,2.6903,129.4587,17.8107,10.6552,9.6366,3.1456,12.5829,5.4442,16.407,113.9053,0.0,10.0
4176.3,226.7797,71.9416,129.1146,2.7001,128.9777,17.6116,10.8776,9.8367,3.2429,12.0588,5.5213,16.3911,114.1498,0.0,10.0
4176.4,226.6056,71.724,128.7194,2.6963,128.9084,17.3625,11.0692,10.0075,3.32,11.8889,5.4697,16.3767,114.2298,0.0,10.0
4176.6,226.073,71.3051,128.4183,2.6837,129.1138,16.4445,11.5224,10.4128,3.4754,11.8515,5.385,16.3452,114.3024,0.0,10.0
4176.7,225.9016,71.1751,128.4812,2.6803,129.249,15.8736,11.6985,10.5686,3.526,11.9549,5.377,16.3433,114.3062,0.0,10.0
4176.9,225.9611,71.1124,128.8723,2.6821,128.787,15.1097,11.8065,10.6564,3.549,12.2691,5.3305,16.3297,114.271,0.0,10.0
4177.1,226.4563,71.2804,129.2506,2.6872,128.5008,15.5455,11.6844,10.5424,3.4787,12.527,5.4121,16.3188,114.2149,0.0,10.0
4177.2,226.724,71.3914,129.3963,2.6905,129.4746,16.0986,11.624,10.4894,3.414,12.6155,5.5277,16.3289,114.1902,0.0,10.0
4177.3,226.9145,71.4815,129.4871,2.6935,130.7017,16.6274,11.5882,10.4607,3.3545,12.6955,5.6128,16.3193,114.169,0.0,10.0
4177.4,227.0132,71.4989,129.5471,2.6944,131.1183,17.0034,11.576,10.4532,3.3169,12.752,5.6245,16.3219,114.1493,0.0,10.0
4177.5,227.041,71.4754,129.5975,2.6927,130.6026,17.2266,11.5832,10.4603,3.3054,12.7818,5.5851,16.3016,114.1274,0.0,10.0
4177.6,227.0372,71.3972,129.6529,2.6893,129.7901,17.3757,11.6081,10.4782,3.3156,12.8278,5.5189,16.2996,114.0998,0.0,10.0
4178.1,226.9738,71.7611,130.4495,2.6841,132.8415,17.3575,11.6138,10.4662,3.5932,14.7684,4.531,16.2689,113.8834,0.0,10.0
